X min,X max,Y min,Y max,Image path,Class label
"384845,1","384847,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_120_0.png,N/A
"384848,1","384850,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_125_0.png,N/A
"384851,1","384853,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_130_0.png,N/A
"384854,1","384856,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_135_0.png,N/A
"384857,1","384859,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_140_0.png,N/A
"384860,1","384862,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_145_0.png,N/A
"384863,1","384865,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_150_0.png,N/A
"384866,1","384868,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_155_0.png,N/A
"384869,1","384871,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_160_0.png,N/A
"384872,1","384874,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_165_0.png,N/A
"384875,1","384877,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_170_0.png,N/A
"384878,1","384880,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_175_0.png,N/A
"384881,1","384883,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_180_0.png,N/A
"384884,1","384886,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_185_0.png,N/A
"384887,1","384889,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_190_0.png,N/A
"384890,1","384892,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_195_0.png,N/A
"384893,1","384895,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_200_0.png,N/A
"384896,1","384898,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_205_0.png,N/A
"384899,1","384901,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_210_0.png,N/A
"384902,1","384904,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_215_0.png,N/A
"384905,1","384907,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_220_0.png,N/A
"384908,1","384910,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_225_0.png,N/A
"384911,1","384913,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_230_0.png,N/A
"384914,1","384916,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_235_0.png,N/A
"384917,1","384919,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_240_0.png,N/A
"384920,1","384922,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_245_0.png,N/A
"384923,1","384925,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_250_0.png,N/A
"384926,1","384928,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_255_0.png,N/A
"384929,1","384931,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_260_0.png,N/A
"384932,1","384934,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_265_0.png,N/A
"384935,1","384937,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_270_0.png,N/A
"384938,1","384940,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_275_0.png,N/A
"384941,1","384943,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_280_0.png,N/A
"384944,1","384946,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_285_0.png,N/A
"384947,1","384949,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_290_0.png,N/A
"384950,1","384952,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_295_0.png,N/A
"384953,1","384955,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_300_0.png,N/A
"384956,1","384958,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_305_0.png,N/A
"384959,1","384961,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_310_0.png,N/A
"384962,1","384964,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_315_0.png,N/A
"384965,1","384967,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_320_0.png,N/A
"384968,1","384970,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_325_0.png,N/A
"384971,1","384973,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_330_0.png,N/A
"384974,1","384976,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_335_0.png,N/A
"384977,1","384979,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_340_0.png,N/A
"384980,1","384982,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_345_0.png,N/A
"384983,1","384985,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_350_0.png,N/A
"384986,1","384988,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_355_0.png,N/A
"384989,1","384991,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_360_0.png,N/A
"384992,1","384994,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_365_0.png,N/A
"384995,1","384997,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_370_0.png,N/A
"384998,1","385000,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_375_0.png,N/A
"385001,1","385003,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_380_0.png,N/A
"385004,1","385006,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_385_0.png,N/A
"385007,1","385009,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_390_0.png,N/A
"385010,1","385012,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_395_0.png,N/A
"385013,1","385015,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_400_0.png,N/A
"385016,1","385018,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_405_0.png,N/A
"385019,1","385021,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_410_0.png,N/A
"385022,1","385024,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_415_0.png,N/A
"385025,1","385027,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_420_0.png,N/A
"385028,1","385030,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_425_0.png,N/A
"385031,1","385033,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_430_0.png,N/A
"385034,1","385036,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_435_0.png,N/A
"385037,1","385039,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_440_0.png,N/A
"385040,1","385042,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_445_0.png,N/A
"385043,1","385045,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_450_0.png,N/A
"385046,1","385048,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_455_0.png,N/A
"385049,1","385051,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_460_0.png,N/A
"385052,1","385054,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_465_0.png,N/A
"385055,1","385057,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_470_0.png,N/A
"385058,1","385060,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_475_0.png,N/A
"385061,1","385063,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_480_0.png,N/A
"385064,1","385066,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_485_0.png,N/A
"385067,1","385069,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_490_0.png,N/A
"385070,1","385072,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_495_0.png,N/A
"385073,1","385075,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_500_0.png,N/A
"385076,1","385078,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_505_0.png,N/A
"385079,1","385081,5","38,117,277,000,000,000","3811730,1",tiles_png/tile_510_0.png,N/A
"384773,1","384775,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_0_5.png,N/A
"384776,1","384778,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_5_5.png,LIVE
"384779,1","384781,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_10_5.png,DEAD
"384782,1","384784,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_15_5.png,DEAD
"384785,1","384787,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_20_5.png,LIVE
"384788,1","384790,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_25_5.png,N/A
"384791,1","384793,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_30_5.png,N/A
"384794,1","384796,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_35_5.png,N/A
"384797,1","384799,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_40_5.png,N/A
"384800,1","384802,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_45_5.png,N/A
"384803,1","384805,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_50_5.png,N/A
"384806,1","384808,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_55_5.png,N/A
"384809,1","384811,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_60_5.png,N/A
"384812,1","384814,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_65_5.png,N/A
"384815,1","384817,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_70_5.png,N/A
"384818,1","384820,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_75_5.png,N/A
"384821,1","384823,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_80_5.png,N/A
"384824,1","384826,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_85_5.png,N/A
"384827,1","384829,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_90_5.png,N/A
"384830,1","384832,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_95_5.png,N/A
"384833,1","384835,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_100_5.png,N/A
"384836,1","384838,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_105_5.png,N/A
"384839,1","384841,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_110_5.png,N/A
"384842,1","384844,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_115_5.png,N/A
"384845,1","384847,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_120_5.png,N/A
"384848,1","384850,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_125_5.png,N/A
"384851,1","384853,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_130_5.png,N/A
"384854,1","384856,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_135_5.png,N/A
"384857,1","384859,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_140_5.png,N/A
"384860,1","384862,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_145_5.png,N/A
"384863,1","384865,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_150_5.png,N/A
"384866,1","384868,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_155_5.png,N/A
"384869,1","384871,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_160_5.png,N/A
"384872,1","384874,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_165_5.png,N/A
"384875,1","384877,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_170_5.png,N/A
"384878,1","384880,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_175_5.png,N/A
"384881,1","384883,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_180_5.png,N/A
"384884,1","384886,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_185_5.png,N/A
"384887,1","384889,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_190_5.png,N/A
"384890,1","384892,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_195_5.png,N/A
"384893,1","384895,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_200_5.png,N/A
"384896,1","384898,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_205_5.png,N/A
"384899,1","384901,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_210_5.png,N/A
"384902,1","384904,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_215_5.png,N/A
"384905,1","384907,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_220_5.png,N/A
"384908,1","384910,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_225_5.png,N/A
"384911,1","384913,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_230_5.png,N/A
"384914,1","384916,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_235_5.png,N/A
"384917,1","384919,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_240_5.png,N/A
"384920,1","384922,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_245_5.png,N/A
"384923,1","384925,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_250_5.png,N/A
"384926,1","384928,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_255_5.png,N/A
"384929,1","384931,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_260_5.png,N/A
"384932,1","384934,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_265_5.png,N/A
"384935,1","384937,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_270_5.png,N/A
"384938,1","384940,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_275_5.png,N/A
"384941,1","384943,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_280_5.png,N/A
"384944,1","384946,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_285_5.png,N/A
"384947,1","384949,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_290_5.png,N/A
"384950,1","384952,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_295_5.png,N/A
"384953,1","384955,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_300_5.png,N/A
"384956,1","384958,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_305_5.png,N/A
"384959,1","384961,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_310_5.png,DEAD
"384962,1","384964,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_315_5.png,N/A
"384965,1","384967,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_320_5.png,N/A
"384968,1","384970,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_325_5.png,N/A
"384971,1","384973,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_330_5.png,N/A
"384974,1","384976,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_335_5.png,N/A
"384977,1","384979,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_340_5.png,N/A
"384980,1","384982,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_345_5.png,N/A
"384983,1","384985,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_350_5.png,N/A
"384986,1","384988,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_355_5.png,N/A
"384989,1","384991,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_360_5.png,N/A
"384992,1","384994,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_365_5.png,N/A
"384995,1","384997,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_370_5.png,N/A
"384998,1","385000,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_375_5.png,N/A
"385001,1","385003,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_380_5.png,N/A
"385004,1","385006,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_385_5.png,N/A
"385007,1","385009,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_390_5.png,N/A
"385010,1","385012,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_395_5.png,N/A
"385013,1","385015,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_400_5.png,N/A
"385016,1","385018,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_405_5.png,N/A
"385019,1","385021,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_410_5.png,N/A
"385022,1","385024,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_415_5.png,N/A
"385025,1","385027,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_420_5.png,N/A
"385028,1","385030,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_425_5.png,N/A
"385031,1","385033,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_430_5.png,N/A
"385034,1","385036,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_435_5.png,N/A
"385037,1","385039,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_440_5.png,N/A
"385040,1","385042,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_445_5.png,N/A
"385043,1","385045,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_450_5.png,N/A
"385046,1","385048,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_455_5.png,N/A
"385049,1","385051,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_460_5.png,N/A
"385052,1","385054,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_465_5.png,N/A
"385055,1","385057,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_470_5.png,N/A
"385058,1","385060,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_475_5.png,N/A
"385061,1","385063,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_480_5.png,N/A
"385064,1","385066,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_485_5.png,N/A
"385067,1","385069,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_490_5.png,N/A
"385070,1","385072,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_495_5.png,N/A
"385073,1","385075,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_500_5.png,N/A
"385076,1","385078,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_505_5.png,N/A
"385079,1","385081,5","38,117,247,000,000,000","3811727,1",tiles_png/tile_510_5.png,N/A
"384773,1","384775,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_0_10.png,N/A
"384776,1","384778,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_5_10.png,N/A
"384779,1","384781,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_10_10.png,N/A
"384782,1","384784,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_15_10.png,N/A
"384785,1","384787,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_20_10.png,GROUND
"384788,1","384790,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_25_10.png,N/A
"384791,1","384793,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_30_10.png,N/A
"384794,1","384796,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_35_10.png,N/A
"384797,1","384799,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_40_10.png,N/A
"384800,1","384802,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_45_10.png,N/A
"384803,1","384805,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_50_10.png,N/A
"384806,1","384808,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_55_10.png,N/A
"384809,1","384811,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_60_10.png,N/A
"384812,1","384814,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_65_10.png,N/A
"384815,1","384817,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_70_10.png,N/A
"384818,1","384820,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_75_10.png,N/A
"384821,1","384823,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_80_10.png,N/A
"384824,1","384826,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_85_10.png,N/A
"384827,1","384829,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_90_10.png,N/A
"384830,1","384832,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_95_10.png,N/A
"384833,1","384835,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_100_10.png,N/A
"384836,1","384838,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_105_10.png,N/A
"384839,1","384841,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_110_10.png,N/A
"384842,1","384844,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_115_10.png,N/A
"384845,1","384847,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_120_10.png,N/A
"384848,1","384850,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_125_10.png,N/A
"384851,1","384853,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_130_10.png,N/A
"384854,1","384856,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_135_10.png,N/A
"384857,1","384859,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_140_10.png,N/A
"384860,1","384862,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_145_10.png,N/A
"384863,1","384865,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_150_10.png,N/A
"384866,1","384868,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_155_10.png,N/A
"384869,1","384871,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_160_10.png,N/A
"384872,1","384874,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_165_10.png,N/A
"384875,1","384877,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_170_10.png,N/A
"384878,1","384880,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_175_10.png,N/A
"384881,1","384883,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_180_10.png,N/A
"384884,1","384886,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_185_10.png,N/A
"384887,1","384889,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_190_10.png,N/A
"384890,1","384892,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_195_10.png,N/A
"384893,1","384895,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_200_10.png,N/A
"384896,1","384898,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_205_10.png,N/A
"384899,1","384901,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_210_10.png,N/A
"384902,1","384904,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_215_10.png,N/A
"384905,1","384907,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_220_10.png,N/A
"384908,1","384910,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_225_10.png,N/A
"384911,1","384913,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_230_10.png,N/A
"384914,1","384916,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_235_10.png,N/A
"384917,1","384919,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_240_10.png,N/A
"384920,1","384922,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_245_10.png,N/A
"384923,1","384925,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_250_10.png,N/A
"384926,1","384928,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_255_10.png,N/A
"384929,1","384931,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_260_10.png,N/A
"384932,1","384934,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_265_10.png,N/A
"384935,1","384937,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_270_10.png,N/A
"384938,1","384940,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_275_10.png,N/A
"384941,1","384943,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_280_10.png,N/A
"384944,1","384946,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_285_10.png,N/A
"384947,1","384949,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_290_10.png,N/A
"384950,1","384952,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_295_10.png,N/A
"384953,1","384955,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_300_10.png,N/A
"384956,1","384958,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_305_10.png,N/A
"384959,1","384961,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_310_10.png,N/A
"384962,1","384964,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_315_10.png,N/A
"384965,1","384967,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_320_10.png,N/A
"384968,1","384970,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_325_10.png,N/A
"384971,1","384973,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_330_10.png,N/A
"384974,1","384976,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_335_10.png,N/A
"384977,1","384979,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_340_10.png,N/A
"384980,1","384982,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_345_10.png,N/A
"384983,1","384985,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_350_10.png,N/A
"384986,1","384988,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_355_10.png,N/A
"384989,1","384991,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_360_10.png,N/A
"384992,1","384994,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_365_10.png,N/A
"384995,1","384997,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_370_10.png,N/A
"384998,1","385000,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_375_10.png,N/A
"385001,1","385003,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_380_10.png,N/A
"385004,1","385006,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_385_10.png,N/A
"385007,1","385009,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_390_10.png,N/A
"385010,1","385012,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_395_10.png,N/A
"385013,1","385015,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_400_10.png,N/A
"385016,1","385018,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_405_10.png,N/A
"385019,1","385021,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_410_10.png,N/A
"385022,1","385024,5","38,117,217,000,000,000","3811724,1",tiles_png/tile_415_10.png,N/A
